ID,Northern,Central
69,บ่ะ กอง ป้น วัน พญา วัน ไป ก่อ ฮอด วัน ปาก ปี๋ คน เถ้า เปิ้น ว่า หื้อ แป๋ง แก๋ง ขนุน แก๋ง ปลี๋ กิ๋น จะ ได้ มี โจ้ค มี จัย พ่อง,พอ ผ่าน พ้น วัน พญา วัน ไป ก็ ถึง วัน ปาก ปี ผู้ สูง อา ยุ ท่าน ว่า ให้ ทำ แกง ขนุน แกง ปลี ทาน จะ ได้ มี โชค มี ชัย บ้าง
70,ละ อ่อน ตี้ ว่า นอน สอน ง่าย ว่า หยัง ก่อ ฟัง คน เถ้า คน แก่ เปิ้น จ่าง ฮัก จ่าง อิ่น ดู,เด็ก ที่ ว่า นอน สอน ง่าย พูด อะ ไร ก็ ฟัง ผู้ เฒ่า ผู้ แก่ เขา มัก จะ รัก และ เอ็น ดู
71,น้อง แหวน วัน นี้ แก๋ง อะ หยัง หา หอม ไป เจ๊ด บ้าน แปด บ้าน สี ท่า จะ ลำ ขนาด น่อ,น้อง แหวน วัน นี้ แกง อะ ไร เอ่ย หอม ไป เจ็ด บ้าน แปด บ้าน ดู ท่า น่า จะ อร่อย มาก นะ
72,วัน พญา วัน คน เมือง เฮา จะ จวน กัน ไป วัด เมื่อ เจ๊า ขวาย มา ก็ ไป หด น้ำ ดำ หัว คน เถ้า คน แก่,วัน มหา สงกรานต์ คน ล้าน นา จะ ชวน กัน ไป วัด ใน ตอน เช้า สาย มา ก็ ไป รด น้ำ ดำ หัว คน เฒ่า คน แก่
73,หมู่ คน ไข้ ตี้ มี สะ ตัง นี้ มัน ตึง ปอ มอก สะ น่อย น่อ ใคร่ อยาก ยะ อะ หยัง ก็ ยะ บ่ มี เหตุ บ่ มี ผล อะ หยัง สัก อย่าง,พวก คน ไข้ ที่ มี เงิน นี่ ก็ เหลือ เกิน นะ อยาก ทำ อะ ไร ก็ ทำ ไม่ มี เหตุ ไม่ มี ผล อะ ไร สัก อย่าง
74,แม่ เอา น้ำ ป๋า เหย้าะ ใน แก๋ง หน้อย ลอ แก๋ง จ๋าง เก็ม ขนาด ขนาด ลูก บ่อ มัก เก็ม นะ,แม่ เอา น้ำ ปลา เหยาะ ใน แกง หน่อย ซิ แกง จาง เค็ม มาก ขนาด ลูก ไม่ ชอบ กิน เค็ม นะ
75,ได้ ก่า ผัด หน้า เปิ้น ว่าง ปอ ดี อั้น ไป ส่ง ตั๋ว เส้ด เปิ้น ก้อย ไป กิ๋น เข้า กับ ตั๋ว น่อ,ได้ สิ พฤหัสบดี หน้า ฉัน ว่าง พอ ดี งั้น ไป ส่ง เธอ เสร็จ ฉัน ค่อย ไป กิน ข้าว กับ เธอ เนาะ
76,แหม บ่า เมิน บ้าน หลัง นี้ ก่อ จะ แป๋ง เส้ด ละ แป๋ง เส้ด ก่อ จะ เอา ป้อ กับ แม่ มา อยู่ ตวย เลย,อีก ไม่ นาน บ้าน หลัง นี้ ก็ จะ สร้าง เสร็จ แล้ว สร้าง เสร็จ ก็ จะ เอา พอ กับ แม่ มา อยู่ ด้วย เลย
77,วัน พูก ตั๋ว เฮียน แล้ว กี้ โมง เปิ้น ว่า จะ จวน ตั๋ว ไป แอ่ว กาด หลวง ว่า จะ ไป เซาะ ซื้อ คัว สัก หน้อย,พรุ่ง นี้ เธอ เรียน เสร็จ กี่ โมง ฉัน กะ ว่า จะ ชวน เธอ ไป เที่ยว ตลาด วโรรส กะ จะ ไป ซื้อ ของ สัก หน่อย
78,กับ ข้าว กาด นี่ เปิ้น ว่า บ่ ลำ แถม ยัง ขาย แปง แหม ท่า จะ ขาย หื้อ หมู่ นัก ท่อง เที่ยว ปู้น ก้า,กับ ข้าว ที่ ตลาด นี้ เขา บอก ว่า ไม่ อร่อย และ ยัง ขาย รา คา แพง อีก น่า จะ ให้ กลุ่ม นัก ท่อง เที่ยว นู่น แหละ
79,ตะ คืน ลุ่ม หอ เขา เสียง ดัง อะ หยัง บ่า ฮู้ เฮา เลย ไป เหยิ่ง เหยอะ ผ่อ เป๋น ว่า เขา ใส่ ล่ะ กุย กั๋น ลุ่ม หั้น,เมื่อ คืน ล่าง หอ เค้า เสียง อะ ไร ก็ ไม่ รู้ เรา เลย เขย่ง เท้า ชะ โงก ลง ไป ดู ก็ คือ เค้า ต่อย กัน อยู่ ข้าง ล่าง นั้น
80,วัน นี้ เจ้า หมู่ ตาง ใต้ เปิ้น จะ มา ถฺวาย เตียน ตี้ วัด ลุง ก๋ำ นัน บอก ว่า จะ หื้อ หมู่ ป้อ จาย นุ่ง ชุด ไทย ไป ต้อน ฮับ เปิ้น น่ะ,วัน นี้ คณะ ทาง ภาค กลาง จะ มา ถวาย เทียน ที่ วัด ลุง กำ นัน บอก ว่า จะ ให้ พวก ผู้ ชาย นุ่ง ชุด ไทย ไป ต้อน รับ เขา น่ะ
81,ของ กิ๋น มัน จะ ลำ มัน อยู่ ตี้ คน มัก คิง บ่า มัก แก๋ง บ่า หนุน คิง ก่อ เลย บอก ว่า มัน บ่า ลำ น่า ก่า,ของ กิน มัน จะ อร่อย มัน อยู่ ที่ คน ชอบ กิน มึง ไม่ ชอบ กิน แกง ขนุน มึง ก็ เลย บอก ว่า มัน ไม่ อร่อย น่ะ สิ
82,วัน นี้ บ้าน เฮา มี ข้าว งาย กิ๋น กับ หยัง หน้ะ อิ แม่ อิ ป้อ กับ แม่ อุ้ย หื้อ มา ถาม อิ แม่ หนิ,วัน นี้ บ้าน เรา มี ข้าว เช้า กิน กับ อะ ไร บ้าง แม่ พ่อ กับ ยาย ให้ มา ถาม แม่ เนี่ย
83,หนาน จ้าด อ้าย ใคร่ ได้ น้ำ เผิ้ง แต๊ ซัก สาม ขวด วัน ฮือ วาน เป๋น กู้ ไป ซื้อ ตี้ กาด กำ เน่อ,หนาน ชาติ พี่ อยาก ได้ น้ำ ผึ้ง แท้ สาม ขวด วัน มะ รืน รบ กวน เป็น เพื่อน ไป ซื้อ ที่ ตลาด หน่อย นะ
84,เขา ว่า ช่วง ป๋าย หน้า แล้ง นี่ หมู่ จาว ดอย เขา ลัก เผา ป่า หา เห็ด ถอบ บ่ กอง ไป ถาม แล้ว เขา ก่อ ว่า เขา บ่ ได้ ยะ หนา,เขา ว่า ช่วง ปลาย หน้า หนาว นี้ พวก ชาว ดอย ชอบ ลัก ลอบ เผา ป่า เพื่อ หา เห็ด เผาะ แต่ ไป ถาม จริง จริง แล้ว เขา บอก ไม่ ได้ ทำ นะ
85,จะ ไป ฟั่ง ไป แอ่ว ดอย ต๋อน นี้ เตื้อ เน้อ รถ กะ นัก คน กะ นัก มัน ลุก กั๋น มา ตาง ใด ก็ บ่ ฮุ รอ มัน โหล้ง เหีย สัก หน้อย ก้อย ไป เอา,อย่า เพิ่ง ไป เที่ยว ภู เขา ตอน นี้ เลย นะ รถ ก็ เยอะ คน ก็ เยอะ มัน มา จาก ไหน กัน ก็ ไม่ รู้ รอ มัน ซา ลง สัก พัก ค่อย ไป เอา นะ
86,ลอ อ้าย เอา หญ้า สวน ลำ ไย แล้ว กำ น่อ เดว อ้าย จะ เอา ลด เคื่อง ไป ส่ง น้อง ไป กาด,รอ พี่ ถาก หญ้า สวน ลำ ไย เสร็จ สัก ครู่ เดี๋ยว พี่ จะ ขี่ มอเตอร์ไซค์ ไป ส่ง น้อง ไป ตลาด
